label,path,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/513d49cafdc9f03587002dd3.jpg,0.045157544,-5.142536,2.9431689,1.1198393,-1.0586618,0.5753377,-1.5401696,0.5883827,-6.075266,-0.746828,1.321396,1.9620949,-2.3213253,0.14966273,4.6287546,-1.2781897,0.17660971,-0.2308013,-0.26958504,-0.22887059,1.0718421,-0.99638563,-0.87374556,0.15091681,-2.5735447,0.61827946,1.4291131,-0.96306545,-0.75238,0.061218195,2.0206208,-2.0963836,-2.5275958,0.012297204,-1.6937702,-5.2979703,0.5304209,-1.8293998,0.71489865,-3.801783,2.2080977,-1.836273,-2.7173605,0.6852839,1.8865274,-2.2036102,-0.7561332,5.5426803,-1.5374995,-3.9607534
1,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/513f2f93fdc9f0358700ddd3.jpg,1.1235491,-3.3595262,1.8518066,0.4760947,-1.9093624,1.5649663,-0.9345974,1.979373,2.1703134,0.3402812,1.4683903,1.3239334,-2.368424,0.8920801,3.3930097,-2.3357682,-0.93112785,-1.6197839,0.40609875,-0.710166,2.82421,-0.79905146,-0.96333057,4.04366,-1.7413278,2.1661346,1.7989349,-2.3406434,1.0816119,1.031187,1.3591188,-4.775852,4.017769,-0.51976746,-1.6288164,2.3428102,0.95678043,0.038380995,1.5191572,-0.5865508,3.3877273,-0.57250047,1.249895,2.282838,1.2709191,1.8933775,-0.5010476,-2.765539,0.93614197,-2.2670338
0,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/5141371cfdc9f04926004ddc.jpg,1.1737989,0.20374078,-0.16470522,0.39198673,1.6118184,-1.5647676,-3.7702415,1.559006,-3.6470413,-1.7191852,-0.7772837,3.0759547,-1.1991757,0.18070015,1.661162,0.9381587,1.7204822,3.668101,-3.1629639,0.8313416,1.4078066,2.4019885,1.4303832,-3.7308662,1.9905133,-0.08477458,3.757069,-1.7734352,0.988694,2.252534,-0.8540842,-1.9462435,-4.3210287,-2.73224,-2.0625787,-3.7308695,-0.13506213,-0.054560542,-1.5499054,-2.0303695,2.9208841,1.5351412,0.8796634,0.30258542,1.9580916,-1.9368942,2.0349693,3.3669362,-5.192375,1.5325508
0,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/5140b937fdc9f04926001ddc.jpg,1.2829328,-0.2742113,-1.2726303,-2.544054,1.938465,-0.34701586,-2.8817859,1.0072649,-3.541242,-1.1629663,-0.38990107,0.79548556,-0.42657533,-1.9642216,1.6461755,0.23177958,1.4013563,2.0787182,-2.5237036,-0.1640066,3.1481595,2.5204508,2.3547745,-4.540906,1.3572704,-1.8227782,3.3112454,-4.115087,1.6710132,2.8306162,-1.4874532,0.25474396,-4.668025,-4.249578,-1.8392073,-3.4658518,-1.5856538,0.85144,-0.724188,-0.5936708,0.83407646,0.9420575,-0.77716994,-1.5030416,2.691378,-0.38955507,1.7239087,3.5275838,-2.6958466,0.8573012
0,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/5140da85fdc9f04926003ddf.jpg,0.8060525,-1.698925,-0.039345145,-1.7651337,1.8432436,-1.4548655,-3.8810377,0.5143361,-4.7221956,-2.3629298,0.08096605,2.9322073,-0.9756682,-1.3593214,2.8429024,0.57786244,1.3796122,2.7551897,-3.3202188,0.47306138,1.1261853,1.615738,2.5978281,-5.1130514,0.47821867,-1.5314132,3.7373517,-3.3996823,0.17416354,1.7093852,-0.90104365,1.5430157,-6.1455026,-3.5165255,-1.965799,-4.3866167,-1.09797,0.5132874,-0.7526932,-1.5601298,-0.13754582,0.37862456,-1.309977,-2.428897,2.454315,-0.9611168,1.2175558,4.7104526,-4.463274,-0.23166482
0,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/513d6118fdc9f03587003dd5.jpg,1.8296417,1.065727,-2.2805629,0.32239208,0.67274445,0.812178,-0.59295493,0.87564427,-2.5908494,-0.10725805,-1.2353053,0.63892263,0.17617619,1.0160681,0.09929145,1.2353399,1.1517957,3.491442,-0.5555644,-0.53509027,3.1573796,1.3760173,-1.3018904,-1.8828213,3.4096045,1.8491828,0.6816139,-3.0228395,1.7438492,2.6149597,-4.2711787,-3.2827668,-1.67306,-4.2024384,-2.6479745,-3.0501225,1.4788268,3.0703814,-0.28514794,1.8115466,3.6334548,2.4705262,1.3568466,0.86711645,0.42424354,0.27937132,2.719115,2.75682,-2.509511,2.3684363
1,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/513d7c26fdc9f03587006ddb.jpg,3.1367364,-0.8497813,-2.3212662,1.3716437,-3.384935,3.2002168,0.91974026,2.023847,-2.2068086,0.3516427,-2.5408466,-0.0064776875,1.844753,1.3784074,1.207004,-1.1049203,2.5653646,-0.7727022,1.3080155,1.3081726,4.456879,-2.1224735,-2.8590164,3.385618,1.512924,2.1916187,-0.98702145,-1.836536,2.6112099,-0.5144948,-0.82127684,-4.7679834,1.9852232,-2.4114873,-0.88689595,-1.8154817,2.5114152,0.8501744,3.4709375,-0.37637958,3.6268363,2.3240383,0.09618034,2.3626447,-0.54502416,0.3039286,0.2296482,2.1751251,0.9790215,0.8235495
0,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/513d60b5fdc9f03587003d61.jpg,-0.094212055,-1.002248,1.2432038,-1.1517321,-0.0311387,-2.524552,-4.5553603,0.1399522,-2.6392663,-2.6203716,-0.040442906,3.7416787,-1.9596272,0.60615355,2.4193745,0.60290474,0.7674778,3.55662,-4.2740383,0.94947225,-0.0010200404,1.2332131,3.4937885,-2.170465,0.5195421,0.16407575,3.8930504,-1.5865787,-0.5896234,0.0013737008,1.2412367,-2.6394818,-2.9447956,-1.6625787,-0.6897781,-2.8907468,-0.23844032,-0.65846354,-0.82768893,-3.2163608,3.460329,0.31170276,1.4295777,1.196084,1.1791352,-1.2126173,0.94859815,2.0339167,-6.5734024,0.36457855
0,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/50f5ead0fdc9f065f0007d6c.jpg,0.8836317,-4.67008,1.1849177,0.5338246,-2.977965,2.3013198,-0.069451556,0.69553065,-4.7430124,-0.2412637,0.6777626,0.45582804,-1.1645881,-0.35973185,3.9179795,-1.2315503,0.23891945,-0.9297939,0.98501354,-0.8965932,3.2482111,-1.3419565,-1.9798281,2.9091716,-1.953735,0.8152448,0.26790804,-2.6217563,0.5996062,0.5537537,0.30746055,-3.3285813,0.58688796,-1.7547709,-2.0413573,-3.8139002,0.75480235,-0.099017635,2.9291048,-1.5622367,2.7677884,-1.119226,-2.8645346,1.3708596,1.5570931,-0.17483346,-0.19322687,4.258745,0.64369893,-3.3832355
0,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/50f5e690fdc9f065f0006d6a.jpg,-0.11169611,-1.2953858,1.9234722,-1.176576,-1.2225273,-2.6498497,-4.7558975,0.92969686,-2.6902092,-2.1370358,0.25385475,3.571673,-2.8581553,-0.2441767,2.99748,0.14666057,0.42392078,2.81376,-3.9466856,0.38526183,-0.11453153,2.1468658,3.449442,-0.15326066,-0.22981012,-0.5484696,4.6560698,-1.4244889,-0.324506,1.3152758,1.7663585,-4.1544003,-1.1514175,-1.6039133,-1.0095252,-2.7923489,-1.1646624,-1.3297695,-0.19435664,-3.487616,4.6733136,-0.16553803,0.5505668,2.503801,2.1159186,-1.3944645,1.0156522,1.7536017,-5.482988,-0.046163376
1,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/513cb9b4fdc9f03587000d39.jpg,1.2055576,0.8717263,-1.6835706,-0.41318104,-0.13612637,-0.9269125,-3.104234,1.2887172,-4.831423,-2.1623707,-2.1991456,1.447798,0.9405008,-2.3349977,0.65080255,1.3600296,3.0791595,2.2042687,-2.9387558,1.5116055,2.1536047,2.4865239,1.9704595,-2.5161178,1.7096882,-3.1088538,2.9428186,-1.6675847,1.8573686,1.6360155,-0.1729399,0.33765253,-4.0725374,-3.063241,-0.9050281,-3.985072,-1.9397966,-1.1502669,0.5841684,-2.5627396,0.64280945,1.3365932,-1.673164,-0.5154891,2.380886,-2.4510906,1.9217094,4.580496,-3.3980763,1.7143186
1,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/50f44812fdc9f065f0003d71.jpg,0.91187316,-6.010095,2.777679,1.3918515,2.1517806,1.350045,-1.5119935,1.5185058,-2.017579,-0.8309494,2.4155133,2.3982368,-1.7689166,-0.57290494,5.0354586,-2.1554914,0.09774605,-2.2142572,0.17687468,0.19507422,1.7466255,-1.4671628,-1.1649754,-2.3775535,-3.4622388,0.0065537347,2.0324376,-2.0142705,-0.036317293,0.507183,1.8196226,3.3640985,-3.8443847,0.16676575,-2.290596,-0.7818099,0.34208182,-1.3151422,-0.22194642,-2.2103896,-3.4019034,-1.837001,-2.4651191,-3.925532,2.5910795,-0.4787887,-1.5992621,2.1626663,0.66729045,-4.979462
0,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/51413703fdc9f04926004d7c.jpg,0.90669423,-5.0425763,2.0565977,1.0196238,-0.4238874,0.1492523,-2.5824673,1.4435025,-7.0677795,-1.5273814,0.73258835,2.591839,-1.6061814,-1.9855858,5.045407,-0.79224205,1.531583,-0.33704463,-0.96564555,0.34310144,1.2505887,0.40756533,-0.29013658,-1.4420722,-2.4821935,-1.9165113,2.7471175,-1.6019468,0.14866446,1.666736,1.3761255,0.91058904,-4.5783734,-1.4339942,-2.5549197,-5.698681,-1.0464181,-2.0118763,1.1864895,-3.668724,-0.36945558,-1.3808242,-4.784043,-1.6684935,3.4881005,-2.724184,-0.124340676,6.825533,-1.297267,-3.652919
1,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/50f563b0fdc9f065f0005d79.jpg,3.8182712,-2.9722152,-0.65472925,2.6736588,-1.8156574,3.3873801,0.88845,3.8295023,-4.770157,1.4168358,-1.6253525,0.5280593,0.517893,0.27599055,3.4910018,-2.8176966,2.6800656,-3.099894,2.622577,1.1577804,3.578382,-1.9621952,-4.220978,1.6392816,-0.42701438,1.0651695,-0.04959517,-1.3312265,2.4185255,1.5224537,0.3243458,-3.0378702,-0.75216234,-1.3194826,-2.101858,-3.8916721,1.7201128,-0.61114365,2.6311307,-1.5649488,2.1053054,1.2127849,-2.893393,0.9316243,1.5333499,-1.2701309,-0.7544135,4.848384,3.3911319,-1.1656668
0,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/50f5ead0fdc9f065f0007d74.jpg,1.9236488,-4.0196905,1.6202967,0.826096,-0.34209773,0.55948883,-2.554231,2.1687822,-2.8723311,-0.84999216,0.6726675,3.5785155,-2.255955,1.3156003,4.8714647,-1.8296319,0.6909758,0.36410087,-0.8882152,0.4067487,1.9976168,-0.8431832,-0.61972326,-0.40096202,-0.8719286,2.0818472,2.795039,-2.747848,0.4647347,1.1270896,0.56908506,-3.4026623,-1.6992745,-1.8983194,-2.535733,-2.721332,1.5381932,0.16540779,0.66237885,-1.9763938,3.1778395,0.29509726,-0.037164558,0.6441509,1.7283713,-0.12597886,-0.15367383,2.5935237,-2.0567057,-1.8459395
0,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/513d7c09fdc9f03587006d74.jpg,0.86800206,0.20588581,-1.0050384,-2.2694561,1.3706092,-0.34018445,-2.2103817,0.4014225,-2.986728,-0.5700186,-0.21141796,0.8463723,-1.1665632,0.30057365,1.2271883,0.49187082,0.38502458,3.5163705,-2.141277,-0.9235594,2.9463105,1.7914835,1.5709401,-3.414901,2.2599187,0.89201736,2.362318,-3.9438515,0.9961518,2.3485065,-2.3282413,-3.1743598,-2.9952705,-4.084971,-1.8277671,-3.6853497,0.16078375,2.0844808,-1.1070305,0.16751517,4.02012,1.296532,1.333536,0.93857634,1.2547251,0.24905185,2.164824,2.7839751,-3.9401908,1.4953502
1,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/513d9c6bfdc9f03587007d26.jpg,2.2224195,-3.3651466,0.7674365,2.1050594,-2.4485772,0.9512337,-1.6560482,2.5714917,-5.6907988,-0.7325105,-1.1815237,2.2884939,-0.47106633,-0.5497114,3.9516954,-1.4848785,2.6078134,-1.1863657,-0.11936086,1.4956452,1.777021,-0.5931398,-1.388789,1.3076446,-1.1157637,-0.5176218,1.7753109,-0.7649379,1.2235786,0.91609293,1.7851883,-2.5121455,-1.7619417,-0.8965099,-1.7684804,-4.6164117,0.25074753,-1.9684435,2.3794465,-3.6525304,2.1765733,0.20480816,-3.0710552,0.99990916,2.2636695,-2.433579,-0.32285452,5.3428087,-0.26568943,-1.6382309
0,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/50f5eaccfdc9f065f0007d2c.jpg,1.0767154,-1.2797701,1.1338282,0.08847387,1.0141071,-1.5014889,-3.8476033,1.6315635,-3.9121714,-1.2360741,-0.03295786,3.4452865,-2.5086722,0.7983288,3.10667,-0.1726524,0.9639723,3.006207,-2.8124745,0.32041973,1.0896335,1.7812184,1.3432356,-2.89052,0.9362278,0.8876986,3.8812308,-2.0163565,0.38279766,2.2917411,0.10449661,-3.930261,-3.7001429,-2.190366,-2.2339618,-4.3328824,0.2843092,-0.18126592,-1.392233,-2.5688586,4.5571036,0.80099183,0.815847,1.5177747,2.1160676,-1.706771,1.4838388,3.4753945,-5.023859,0.42501974
0,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/50f5eaccfdc9f065f0007d28.jpg,0.8156202,-2.6910381,2.171528,-0.49924502,0.22545838,-1.7976264,-4.3024554,1.8853099,-3.0673933,-1.5655074,0.63307905,3.7914639,-2.9220834,-0.49589765,4.2825336,-1.11784,0.7497878,1.11087,-2.8558211,0.5806644,0.12716146,1.3405975,2.3166633,-1.921782,-1.008682,-0.6363439,4.610594,-1.9723262,-0.07520024,1.9691339,1.8429008,-2.013353,-3.1118941,-1.3483502,-1.7444555,-2.9250052,-0.9557071,-1.2188197,-0.44405842,-3.2367463,2.5411143,-0.34896213,-0.6185661,0.46427035,2.9108958,-1.21055,0.23947431,2.4977763,-3.6120365,-1.058804
0,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/5140cc29fdc9f04926002d2a.jpg,1.4947594,-0.55720454,-0.36337572,-0.8609509,0.2503452,-0.63851917,-3.0719419,1.8319585,-3.1118937,-0.8626313,-0.26301944,2.0176244,-1.697762,-0.7615491,2.3622444,0.19686645,0.99759185,2.6467588,-2.181155,-0.5091443,2.533164,2.7678456,1.0387194,-1.6066384,1.4502275,-0.29768208,3.6360822,-3.4017923,1.6275413,3.7517605,-1.6664568,-3.3251448,-1.9569623,-3.9575782,-2.7450705,-3.2004094,-0.69899535,1.0194521,-0.13078368,-0.56710124,3.8546321,1.1653113,-0.02283781,1.04138,2.6928,-0.45278323,2.322839,2.7758746,-3.1469777,0.9539635
1,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/513f2f24fdc9f0358700dd24.jpg,2.874632,-2.1005726,-0.49857405,-0.15627444,-0.3513817,2.9202285,-0.10649122,2.928268,-0.6539,1.1911578,-0.5562616,-0.11818363,-0.26100475,0.84978086,2.9308295,-3.170973,1.2502785,-2.2987928,1.0370681,0.52055156,4.802784,-1.5560437,-1.4080278,0.5812885,-0.0050812066,1.7430124,1.0444617,-2.9876251,2.5048988,0.7737386,0.96104485,-3.8608944,0.32300186,-1.6670926,-1.0181947,-0.6464929,1.4505635,0.014214159,1.1476785,-1.1282824,2.9708903,1.1127131,0.640558,1.3092194,1.1694602,0.8245139,-0.85681474,0.51902056,1.8508871,-0.51917017
0,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/513d6bcdfdc9f03587004de6.jpg,0.50465673,1.4421875,-0.97113514,-1.1275198,2.5934205,-1.6529852,-3.2016037,0.28868276,-2.242243,-1.6188717,-0.64560485,2.1285107,-0.6514465,0.6889348,0.15613812,1.4832629,0.9370152,4.4953012,-3.383116,0.3914793,1.3901494,2.0891318,2.2897248,-4.9149117,2.827927,0.51175344,2.9328241,-2.3428767,0.52817386,1.352105,-1.8393315,-1.2376953,-4.4480677,-2.9740946,-1.2126923,-2.8089216,0.15554892,1.1975092,-2.4119842,-0.6538405,2.4577277,1.7062314,2.386698,-0.13160223,0.7630972,-0.783016,2.1443856,2.129711,-5.6914053,2.3711174
