label,path,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
0,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/513d49cafdc9f03587002dd3.jpg,1.5332938,-0.37989056,4.2321367,0.24188216,-5.394315,-1.8564796,-12.854254,2.5088727,-2.4914384,-2.2142303,0.67262185,-0.33459747,-4.3876476,3.6965454,-1.2340223,-3.8829267,-3.9181755,2.8444438,2.8937259,2.3185248,-0.82070625,0.35697156,2.3522124,3.431861,-2.7298057,-3.263652,-1.6132634,2.0054307,0.5904536,-2.0783875,2.5342417,-1.798439,-1.3083004,2.3023279,-0.54697424,-1.8738742,-1.0489836,0.28367716,-1.0628084,-1.0013634,-0.17088705,0.385133,-7.121372,1.7485756,-1.3629376,-1.5192184,-8.851872,-1.5583436,1.331466,0.5012593
1,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/513f2f93fdc9f0358700ddd3.jpg,-8.545558,-1.5310866,1.3743732,1.1233423,4.1134005,0.84443223,-9.533403,-0.008469243,-1.2182318,-0.37512445,3.4217145,-3.8964026,-1.1750785,-0.86419773,-1.0759878,-2.2241213,-3.137317,0.9345505,1.2210306,0.42351335,-1.2207506,0.25958198,2.0515785,-1.0882887,3.318384,-1.9295756,2.7961512,2.1313071,0.20169058,-1.1181991,-0.18229072,-2.4209585,-1.7703432,-2.2176542,4.1783824,1.0081325,-4.632002,-1.8245034,0.23430827,-2.9599173,-0.67256665,-0.22567864,-3.1072779,1.3415831,-0.6137508,0.83987635,-9.592011,0.3938635,2.6259947,-2.465518
0,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/5141371cfdc9f04926004ddc.jpg,-4.179218,0.6292563,-0.29938847,-0.7718746,-1.5151615,-4.094071,0.74843955,1.7415736,-0.7223224,0.4513879,1.8683245,-0.71122855,-1.6931243,1.5488019,-1.0792239,-3.2781472,-4.1982765,1.094599,0.14343086,-0.5013567,-2.0209148,2.088395,1.5219527,-2.229211,1.5187176,-4.5283914,4.2392435,2.2004085,3.145353,-1.4578065,1.0251571,-0.96655613,1.0993303,0.71546793,2.1082616,-3.5070572,-4.014028,-0.074407235,-1.597224,-0.5733019,1.9510919,0.5260708,-6.1962543,2.7027912,0.4149919,-0.30523413,-3.2657864,0.45154688,2.2168384,-2.6891563
0,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/5140b937fdc9f04926001ddc.jpg,-3.8694224,-3.9224184,0.12941572,-2.6347537,-12.056817,-3.8204787,3.2688465,-0.2557394,1.2269604,1.3367156,0.48967606,0.7943956,-1.1615996,-0.2194982,-0.57013404,-1.8757613,-3.145837,-4.349473,-2.2344136,-1.20504,-1.3464746,2.469812,0.44904482,-3.1539252,3.72958,-5.5502048,1.4892855,0.92803216,4.2895584,-1.8446418,0.5017709,-1.7491854,3.2275443,-1.1603632,3.0360334,-1.9742264,3.873206,0.15032637,-2.1317255,0.95364076,-0.06705492,-0.9393173,0.38445577,1.6369249,0.45370612,0.5162442,5.1882114,1.5253069,1.924706,-1.7415853
0,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/5140da85fdc9f04926003ddf.jpg,-6.161176,-1.5340163,-0.15695132,-1.6509155,-0.5750356,-4.3882313,6.1826887,1.4432175,0.9254813,0.87861985,1.7466878,0.21816368,-0.7508483,1.1659958,-0.45833355,-1.87226,-3.5780752,-0.97348046,-1.0400752,-1.3141644,-1.303811,3.5371563,1.1218356,-4.2750983,5.2854743,-5.2040086,4.1950006,1.2400315,5.4917684,-1.9061438,0.49715,-1.0145496,2.6572762,-1.4473611,1.2206954,-2.8749993,-4.1196356,-0.317004,-1.9942935,0.35478953,1.74035,-0.15115477,-2.5358074,2.857463,1.1481757,-0.276276,-3.3169215,2.1648355,2.0907056,-2.677083
0,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/513d6118fdc9f03587003dd5.jpg,-7.666132,-1.4953239,1.1653957,-1.3939289,3.34556,-4.175426,2.6927629,0.4077765,0.49605167,0.9931598,0.81781685,0.7121498,-1.1876701,0.095097095,-0.30799317,-1.4836096,-3.1010113,-1.1866966,-0.88084567,-1.5617748,-0.5355062,0.6801523,-0.0100695845,-4.0104766,-0.019880338,-4.493477,0.59061176,0.72490805,2.605857,-1.8258746,0.36119556,-0.7512992,3.1241326,-2.265296,6.3105617,-1.3445257,-8.873573,0.28643402,-1.3873533,2.2155168,-0.7603704,-1.6839374,-1.6210533,1.4652085,-0.7181381,0.24445318,-2.5335388,1.8423203,2.0501666,-0.9357106
1,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/513d7c26fdc9f03587006ddb.jpg,-0.6106987,1.088127,1.1359962,0.16109936,9.170023,-0.9221219,1.4204298,1.0210891,-1.6631607,-0.2067894,1.7335715,-0.70381624,-0.5071377,1.1115831,-1.346624,-3.3137784,-3.299273,1.6844903,1.1859294,2.3688507,-0.4316058,-0.20588003,0.2680423,1.541498,4.1954126,-1.6919366,0.46608704,1.1756059,4.8613677,-1.9539986,1.2416165,-1.7516147,-0.3082114,0.773326,-8.692713,-1.9980668,-6.677875,-0.48214242,-1.8849207,-0.52676773,-0.46169353,0.0019799713,-3.2875702,0.1859426,-0.7403883,0.30998904,-14.429337,-1.2970481,1.0823383,-1.1900855
0,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/513d60b5fdc9f03587003d61.jpg,-0.8714835,0.10159336,1.590611,2.6101036,-6.8963103,1.2484405,-10.802185,1.8820313,-1.5164881,-2.473265,1.1808875,-1.2028042,-1.9797546,2.9889238,0.14915007,-0.5817933,1.1923232,4.02413,3.2870328,2.4635537,0.45631105,2.7564754,0.99775743,2.5443225,-1.8728284,1.2197374,1.5767454,-0.5036431,0.5933318,-0.79557043,1.7962916,-1.0265518,-2.1769116,-0.3092811,2.9303696,-0.24889877,-2.8941371,-1.0773191,1.0813783,-0.87929285,2.1994724,0.6941431,-2.522527,1.7601212,0.15249063,-1.6967409,-13.871438,0.00015390792,-0.9829888,-0.052723024
0,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/50f5ead0fdc9f065f0007d6c.jpg,-5.224873,-0.15142183,-0.8800292,1.0201669,-1.2656372,0.23703977,-9.243756,1.1636086,-0.29855904,-1.0779142,2.9399178,-3.0049744,-2.4748735,1.3646673,-1.4093262,-1.5569178,-2.300519,1.1766343,1.2453973,1.0123748,-0.43071085,1.2435632,2.9835203,1.2722852,6.3326755,-1.6007583,3.1433303,1.8791108,1.7338756,-1.2059447,0.176581,-1.3066398,-1.0475521,-2.190348,-0.39925417,0.51096576,-1.8497459,-2.3718123,-0.048900794,-3.0017745,1.2932866,0.96816474,-3.8820221,1.772237,0.15212955,-0.83757097,-12.169797,0.8737242,1.9233862,-2.5704622
0,/data_nas/huangyj/data/placePulse/rawData/googleviews-110802files/50f5e690fdc9f065f0006d6a.jpg,0.77429074,-1.6874,2.782635,-1.4951876,-8.863722,-2.9481063,-4.981151,1.065729,-1.1190312,-0.56434107,-0.73883855,0.40267885,-3.3393517,1.8057189,-1.0934702,-3.4131856,-3.7726355,0.003902819,0.14409915,-0.042966112,-1.7268122,1.1010605,1.6137484,-0.5567055,-4.671566,-4.451698,0.045063782,2.1919954,1.3850148,-2.0158222,1.8086594,-2.2803645,0.034591474,2.507334,3.9553154,-2.2709434,-3.3765829,1.8607801,-1.5692393,-0.33733177,-0.19294879,0.016412364,-4.606763,1.7757628,-0.18340957,-0.5256581,-4.4870443,-0.67465055,1.7643694,-0.61625636
